joined,kind,link,location,market,name,,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following
5/1/2014,Startup,https://angel.co/company/billiondollartiles,London,Mobile Commerce,BillionDollarTiles,,340000,10-Jan,Seed,billiondollartiles.com,5.62739726,60418.69523,0,0,5,9,125
11/1/2014,Startup,https://angel.co/company/billionmacros,Hyderabad,Photo Sharing,Billionmacros,,308997,10-Jan,Seed,describe.photos,5.123287671,60312.24866,0,0,5,399,148
6/1/2014,Startup,https://angel.co/company/billioon-com,Wilmington,Startups,Billioon.com,,50000,Nov-50,Seed,billioon.com,5.542465753,9021.255561,0,0,25,1429,79
10/1/2015,Startup,https://angel.co/company/bimpies-2,Milpitas,Location Based Services,Bimpies,,182000,10-Jan,Seed,bimpies.com,4.208219178,43248.69792,0,0,5,0,0
8/1/2012,Startup,https://angel.co/company/bindo,New York City,Mobile Commerce,Bindo,,1800000,51-200,Seed,bindo.com,7.375342466,244056.4636,0,0,125,747,407
5/1/2013,Startup,https://angel.co/company/biomed,Rochester,Mobile Health,BioMed,,1250000,10-Jan,Seed,biomed.mn,6.62739726,188610.9963,0,0,5,0,0
5/1/2013,Startup,https://angel.co/company/bionym,Toronto,Consumer Electronics,Bionym,,14000000,10-Jan,Series A,getnymi.com,6.62739726,2112443.158,1,1,5,4422,747
1/1/2016,Startup,https://angel.co/company/bird-i,Glasgow,Construction,Bird.i,,3370000,Nov-50,Series A,hibirdi.com,3.956164384,851835.1801,1,0,25,1217,552
8/1/2013,Startup,https://angel.co/company/birdi,San Francisco,Consumer Electronics,Birdi,,1200000,10-Jan,Seed,birdihome.com,6.375342466,188225.1826,0,0,5,1895,2137
10/1/2012,Startup,https://angel.co/company/bistri,-,Developer APIs,Bistri,,1885000,10-Jan,Seed,bistri.com,7.208219178,261507.0315,0,0,5,1255,221
3/1/2013,Startup,https://angel.co/company/bitpay,Atlanta,Mobile Payments,BitPay,,32700000,Nov-50,Series A,bitpay.com,6.794520548,4812701.613,1,1,25,272200,112
2/1/2013,Startup,https://angel.co/company/bitcovery,Saratoga,Mobile Commerce,Bitcovery,,225000,10-Jan,Seed,bitcovery.com,6.871232877,32745.21531,0,0,5,847,21
9/1/2015,Startup,https://angel.co/company/bitmovin,Klagenfurt,Broadcasting,"Bitmovin, Inc.",,10300000,Nov-50,Series A,bitmovin.com,4.290410959,2400702.427,1,0,25,7228,5038
12/1/2014,Startup,https://angel.co/company/bizzyone,Los Angeles,Small and Medium Businesses,BizzyOne,,150000,10-Jan,Seed,bizzyone.com,5.04109589,29755.43478,0,0,5,0,0
1/1/2013,Startup,https://angel.co/company/blackbookhr,Cincinnati,Human Resources,BlackbookHR,,1000000,10-Jan,Seed,blackbookhr.com,6.956164384,143757.3848,0,0,5,0,0
11/1/2013,Startup,https://angel.co/company/blackhawk-investments,San Francisco,Commercial Real Estate,Blackhawk Investments,,155000,10-Jan,Seed,blackhawkcorp.com,6.123287671,25313.19911,0,0,5,407,463
3/1/2014,Startup,https://angel.co/company/blendin,San Francisco,Private Social Networking,Blendin,,200000,10-Jan,Seed,blendin.is,5.794520548,34515.36643,0,0,5,113,299
2/1/2014,Startup,https://angel.co/company/blizuu,Miami,Small and Medium Businesses,Blizuu,,40000,10-Jan,Seed,blizuu.com,5.871232877,6812.879141,0,0,5,1095,2304
3/1/2016,Startup,https://angel.co/company/blockfolio,Los Angeles,Cryptocurrency,Blockfolio,,11500000,Nov-50,Series A,blockfolio.com,3.791780822,3032875.723,1,0,25,46700,1132
9/1/2014,Startup,https://angel.co/company/blockstream,Mountain View,Data Security,Blockstream,,76000000,51-200,Series A,blockstream.com,5.290410959,14365613.67,1,1,125,119300,718
2/1/2012,Startup,https://angel.co/company/blomming,Province of Cagliari,Facebook Applications,Blomming,,1650000,10-Jan,Seed,blomming.com,7.873972603,209551.1482,0,0,5,4158,943
4/1/2017,Startup,https://angel.co/company/bloomapi,Seattle,Electronic Health Records,BloomAPI (YC W17),,2400000,10-Jan,Seed,bloomapi.com,2.706849315,886639.6761,1,0,5,50,57
8/1/2012,Startup,https://angel.co/company/bloomnation,Santa Monica,Small and Medium Businesses,BloomNation,,7200000,51-200,Series A,bloomnation.com,7.375342466,976225.8544,1,0,125,3369,1417
2/1/2013,Startup,https://angel.co/company/bloomthat,San Francisco,Flowers,BloomThat,,7600000,Nov-50,Series A,bloomthat.com,6.871232877,1106060.606,1,0,25,5961,801
8/1/2011,Startup,https://angel.co/company/blossom,San Francisco,Productivity Software,Blossom,,40000,10-Jan,Seed,blossom.co,8.378082192,4774.362328,0,0,5,2966,1241
9/1/2014,Startup,https://angel.co/company/blupods,San Francisco,Group SMS,BluPods,,400000,10-Jan,Seed,blupods.com,5.290410959,75608.49301,0,0,5,0,0
9/1/2015,Startup,https://angel.co/company/bluebook,San Francisco,Content,BlueBook Academy,,200000,10-Jan,Seed,bluebookacademy.com,4.290410959,46615.5811,0,0,5,1145,1227
7/1/2014,Startup,https://angel.co/company/blueconic,Boston,SaaS,BlueConic,,8900000,Nov-50,Series A,blueconic.com,5.460273973,1629954.842,1,0,25,2305,2947
10/1/2014,Startup,https://angel.co/company/bluejean-time-1,Fairfax,Content Delivery,BlueJean Time,,1000000,Nov-50,Seed,bluejeantime.com,5.208219178,192004.2083,0,0,25,2246,3043
7/1/2013,Startup,https://angel.co/company/bluedot-innovation,Austin,Location Based Services,Bluedot,,13000000,Nov-50,Seed,bluedot.io,6.460273973,2012298.558,1,1,25,1609,2153
12/1/2012,Startup,https://angel.co/company/bluff-wars,Houston,Mobile Games,Bluff Wars,,157500,10-Jan,Seed,bluffwars.com,7.04109589,22368.67704,0,0,5,3163,742
6/1/2014,Startup,https://angel.co/company/blynk-1,Toronto,Mobile Commerce,Blynk,,165000,10-Jan,Seed,blynkstyle.com,5.542465753,29770.14335,0,0,5,585,151
5/1/2013,Startup,https://angel.co/company/body-details,Miami,Personal Health,Body Details,,750000,10-Jan,Seed,BodyDetails.com,6.62739726,113166.5978,0,0,5,0,0
7/1/2012,Startup,https://angel.co/company/fashion-metric,San Francisco,Virtual Reality,Bold Metrics,,4263106,Nov-50,Seed,boldmetrics.com,7.460273973,571440.9438,1,0,25,2581,742
5/1/2013,Startup,https://angel.co/company/bolster,New York City,Insurance,Bolster,,2340000,10-Jan,Series A,bolster.us,6.62739726,353079.785,1,0,5,215,436
4/1/2013,Startup,https://angel.co/company/bonusly,Boulder,Human Resources,Bonusly,,4000000,Nov-50,Seed,bonus.ly,6.709589041,596161.6987,1,0,25,2795,2829
2/1/2014,Startup,https://angel.co/company/booking-social,Chicago,Restaurants,Booking Social,,50000,10-Jan,Seed,bookingsocial.com,5.871232877,8516.098927,0,0,5,135,316
6/1/2015,Startup,https://angel.co/company/boom-shakalaka,New York City,Digital Entertainment,Boom Sports,,3350000,Nov-50,Seed,boomfantasy.com,4.542465753,737484.9216,1,0,25,0,0
7/1/2010,Startup,https://angel.co/company/boomerang-baydin,Mountain View,Productivity Software,Boomerang (Baydin),,412000,Nov-50,Seed,boomerangapp.com,9.463013699,43537.92704,0,0,25,0,0
4/1/2012,Startup,https://angel.co/company/boomset,New York City,Events,Boomset,,201000,Nov-50,Seed,boomset.com,7.709589041,26071.42857,0,0,25,3972,1721
2/1/2014,Startup,https://angel.co/company/boostable,San Francisco,SaaS,Boostable,,6322000,10-Jan,Series A,boostable.com,5.871232877,1076775.548,1,0,5,0,0
1/1/2014,Startup,https://angel.co/company/booster-pack,Singapore,Mobile Games,Booster Pack,,1475000,10-Jan,Seed,,5.956164384,247642.5943,0,0,5,0,0
9/1/2013,Startup,https://angel.co/company/border-city-media,White Plains,B2B,Border City Media / BuzzAngle Music,,100000,10-Jan,Seed,bordercitymedia.com,6.290410959,15897.21254,0,0,5,1258,444
6/1/2014,Startup,https://angel.co/company/bot-colony-productions,Montreal,Video Games,Bot Colony Productions,,1000000,,Seed,botcolony.com,5.542465753,180425.1112,0,0,,0,0
12/1/2014,Startup,https://angel.co/company/botmetric,San Francisco,IT Management,Botmetric,,100000,1001-5000,Seed,botmetric.com,5.04109589,19836.95652,0,0,3000,0,0
12/1/2012,Startup,https://angel.co/company/bovcontrol,Redwood City,Internet of Things,BovControl,,3500000,Nov-50,Seed,bovcontrol.com,7.04109589,497081.7121,1,0,25,1564,1983
7/1/2012,Startup,https://angel.co/company/bownty,Copenhagen,Mobile Commerce,Bownty,,5600000,Nov-50,Series A,Bownty.com,7.460273973,750642.6735,1,0,25,383,200
7/1/2013,Startup,https://angel.co/company/boxcat-1,Los Angeles,Virtual Goods,BoxCat,,250000,10-Jan,Seed,box-cat.com,6.460273973,38698.04919,0,0,5,2849,1925
12/1/2014,Startup,https://angel.co/company/boxoffice-metrics,Cologne,Film,Boxoffice Metrics,,180000,10-Jan,Seed,boxofficemetrics.com,5.04109589,35706.52174,0,0,5,61,212
7/1/2015,Startup,https://angel.co/company/getbraavo,New York City,Fin Tech,Braavo,,77985000,Nov-50,Series A,getbraavo.com,4.460273973,17484351.97,1,1,25,962,757
6/1/2012,Startup,https://angel.co/company/brainscape,New York City,Quantified Self,Brainscape,,1200000,10-Jan,Seed,brainscape.com,7.542465753,159099.1645,0,0,5,19800,1380
3/1/2014,Startup,https://angel.co/company/branching-minds,New York City,Neuroscience,Branching Minds,,1170000,10-Jan,Seed,branchingminds.com,5.794520548,201914.8936,0,0,5,1026,667
7/1/2012,Startup,https://angel.co/company/brand-ark,Vancouver,Personal Branding,Brand(ark),,650000,10-Jan,Series A,brandark.com,7.460273973,87128.16746,0,0,5,0,0
7/1/2011,Startup,https://angel.co/company/brandboom,Los Angeles,B2B,Brandboom,,220000,Nov-50,Seed,brandboom.com,8.463013699,25995.46779,0,0,25,0,0
1/1/2013,Startup,https://angel.co/company/brandfolder,Boulder,Small and Medium Businesses,Brandfolder,,3000000,Nov-50,Seed,brandfolder.com,6.956164384,431272.1544,1,0,25,3089,2291
12/1/2012,Startup,https://angel.co/company/brandlive,Portland,Training,Brandlive,,1775000,Nov-50,Series A,yourbrandlive.com,7.04109589,252091.4397,0,0,25,1558,1405
3/1/2014,Startup,https://angel.co/company/brandtrack-fm,Buenos Aires,B2B,Brandtrack.fm,,880000,Nov-50,Seed,brandtrack.fm,5.794520548,151867.6123,0,0,25,1194,2017
4/1/2015,Startup,https://angel.co/company/brandzooka,Boulder,Online Video Advertising,Brandzooka,,1500000,Nov-50,Seed,brandzooka.com,4.709589041,318499.1274,0,0,25,13200,13100
3/1/2012,Startup,https://angel.co/company/brayola,Ramat Hasharon,Personalization,Brayola,,3600350,Nov-50,Series A,brayola.com,7.794520548,461907.8207,1,0,25,2651,1117
1/1/2013,Startup,https://angel.co/company/breathometer,Burlingame,Consumer Electronics,Breathometer,,1540000,Nov-50,Seed,breathometer.com,6.956164384,221386.3726,0,0,25,4002,2389
1/1/2013,Startup,https://angel.co/company/brickflow,Budapest,Content Discovery,Brickflow,,315000,10-Jan,Seed,brickflow.com,6.956164384,45283.57621,0,0,5,7,15
9/1/2012,Startup,https://angel.co/company/brideside,Chicago,Women-Focused,Brideside,,500000,Nov-50,Seed,brideside.com,7.290410959,68583.23938,0,0,25,2128,1171
3/1/2014,Startup,https://angel.co/company/bridgeu,London,University Students,BridgeU,,7800000,51-200,Series A,bridge-u.com,5.794520548,1346099.291,1,0,125,870,859
10/1/2013,Startup,https://angel.co/company/brightloop,Cambridge,K-12 Education,BrightLoop,,200000,10-Jan,Seed,brightlooplearning.com,6.208219178,32215.35746,0,0,5,1056,467
1/1/2014,Startup,https://angel.co/company/brightsun,London,Finance Technology,BrightSun,,200000,10-Jan,Seed,brightsungroup.com,5.956164384,33578.65685,0,0,5,0,0
2/1/2011,Startup,https://angel.co/company/brilliant,San Francisco,University Students,Brilliant,,8337000,Nov-50,Series A,brilliant.org,8.873972603,939489.0398,1,0,25,19000,145
5/1/2015,Startup,https://angel.co/company/brix-2,London,Education,Brix,,300000,10-Jan,Seed,brixlearning.com,4.62739726,64831.2611,0,0,5,553,891
9/1/2015,Startup,https://angel.co/company/brownfield-listings-1,Chicago,Commercial Real Estate,Brownfield Listings,,275000,10-Jan,Seed,brownfieldlistings.com,4.290410959,64096.42401,0,0,5,2271,1304
8/1/2014,Startup,https://angel.co/company/browserstack,San Francisco,Developer Tools,BrowserStack,,50000000,51-200,Series A,browserstack.com,5.375342466,9301732.926,1,1,125,9774,1712
4/1/2013,Startup,https://angel.co/company/bubbl-3,-,Social Media,Bubbl,,500000,10-Jan,Seed,bubbl.me,6.709589041,74520.21233,0,0,5,293,593
8/1/2014,Startup,https://angel.co/company/bubble-hq,New York City,Databases,Bubble,,6250000,Nov-50,Seed,bubble.io,5.375342466,1162716.616,1,0,25,8843,718
4/1/2011,Startup,https://angel.co/company/bubble-gum-interactive,Sydney,Virtual Worlds,Bubble Gum Interactive,,3500000,Nov-50,Series A,jetpackjinx.com,8.712328767,401729.5597,1,0,25,936,1726
12/1/2013,Startup,https://angel.co/company/bubl-technology,Toronto,Consumer Electronics,Bubl Technology,,3500000,Nov-50,Seed,bublcam.com,6.04109589,579365.0794,1,0,25,1514,261
10/1/2013,Startup,https://angel.co/company/budding-biologist,-,K-12 Education,Budding Biologist,,10000,10-Jan,Seed,buddingbiologist.com,6.208219178,1610.767873,0,0,5,24,28
8/1/2012,Startup,https://angel.co/company/budge,New York City,Mobile Games,Budge,,1020000,10-Jan,Seed,thebudge.com,7.375342466,138298.6627,0,0,5,110,112
7/1/2011,Startup,https://angel.co/company/buffer,San Francisco,Small and Medium Businesses,Buffer,,3900000,51-200,Series A,buffer.com,8.463013699,460828.7472,1,0,125,1000000,62000
9/1/2012,Startup,https://angel.co/company/bugsnag,San Francisco,B2B,Bugsnag,,8600000,Nov-50,Series A,bugsnag.com,7.290410959,1179631.717,1,0,25,2712,1442
3/1/2013,Startup,https://angel.co/company/builderai,London,Cloud Infrastructure,Builder,,29500000,51-200,Series A,builder.ai,6.794520548,4341733.871,1,1,125,1495,825
4/1/2014,Startup,https://angel.co/company/bunchesdirect,Miami,Weddings,BunchesDirect,,500000,Nov-50,Seed,bunchesdirect.com,5.709589041,87571.97697,0,0,25,7,22
9/1/2013,Startup,https://angel.co/company/burpple,-,Bridging Online and Offline,Burpple,,6500000,10-Jan,Series A,burpple.com,6.290410959,1033318.815,1,0,5,1416,967
5/1/2013,Startup,https://angel.co/company/burt,Sweden,Data Integration,Burt,,8500000,Nov-50,Series A,burtcorp.com,6.62739726,1282554.775,1,0,25,0,0
2/1/2013,Startup,https://angel.co/company/busygrad,Baltimore,Social Media Platforms,BusyGrad,,50000,10-Jan,Seed,busygrad.com,6.871232877,7276.714514,0,0,5,61,144
6/1/2014,Startup,https://angel.co/company/butter,San Francisco,Messaging,Butter,,371500,10-Jan,Seed,getbutter.me,5.542465753,67027.92882,0,0,5,2677,2246
6/1/2015,Startup,https://angel.co/company/buyside,Philadelphia,Predictive Analytics,Buyside,,405000,Nov-50,Seed,GetBuyside.com,4.542465753,89158.62485,0,0,25,976,2056
1/1/2011,Startup,https://angel.co/company/buzzient,Mountain View,Social CRM,Buzzient,,1500000,10-Jan,Seed,buzzient.com,8.95890411,167431.1927,0,0,5,1029,1747
